FEMALE,NONWHITE,UNION,EDUC,AGE,EXPER,WAGE,LNWAGE
1,0,0,12,28,10,15.066666667,2.7124847982
1,0,1,18,30,6,23.55,3.1591258205
0,0,0,12,44,26,24.125,3.1832486472
1,0,0,12,45,27,17.775,2.8777929757
1,0,0,16,27,5,13.75,2.6210388241
1,0,0,11,50,33,14,2.6390573296
1,0,0,12,26,8,14,2.6390573296
0,0,0,12,53,35,13.1,2.5726122302
1,0,0,18,59,35,29.325,3.3784403945
1,0,0,20,38,12,36.378378378,3.5939745976
1,0,1,16,48,26,28.75,3.3586377672
0,0,0,12,62,44,24.05,3.1801349966
1,0,0,16,34,12,15,2.7080502011
1,0,0,18,33,9,22.6,3.1179499063
0,0,0,14,38,18,15,2.7080502011
1,1,0,14,39,19,12,2.4849066498
0,0,0,16,31,9,22.575,3.1168430993
1,0,0,12,43,25,15.5,2.7408400239
0,0,0,16,39,17,22,3.0910424534
1,0,0,16,23,1,10,2.302585093
0,0,0,20,52,26,42.3,3.7447870861
1,0,0,11,18,1,7.25,1.9810014689
0,0,0,14,43,23,26.25,3.267665989
0,0,0,12,24,6,13.75,2.6210388241
1,0,0,16,20,-2,9,2.1972245773
1,1,0,12,40,22,8.25,2.1102132003
1,0,0,12,49,31,12.85,2.5533438113
1,0,0,16,61,39,21.14,3.0511669804
0,0,0,16,56,34,57.7,4.0552571735
0,0,1,12,26,8,9,2.1972245773
1,0,1,18,35,11,20,2.9957322736
1,0,0,12,29,11,9.8,2.2823823857
1,0,0,12,44,26,10.35,2.3369865197
1,0,1,18,54,30,20.516666667,3.021237564
1,0,0,12,20,2,7.7,2.0412203289
1,0,0,12,61,43,21.625,3.0738500528
1,1,0,12,26,8,8,2.0794415417
0,0,1,12,58,40,29.8,3.3945083935
1,0,1,12,44,26,20.142857143,3.0028497413
1,0,0,16,26,4,11.525,2.4445185889
0,0,0,16,22,0,11,2.3978952728
0,1,0,12,49,31,12.18,2.4997952623
0,0,0,12,28,10,19.225,2.9562115154
0,1,0,11,18,1,10,2.302585093
0,0,0,16,46,24,27.7,3.3214324132
0,0,0,12,29,11,10,2.302585093
0,0,0,12,23,5,8,2.0794415417
1,0,0,18,41,17,62.39,4.1334050061
0,0,0,12,57,39,15.3,2.7278528284
1,0,0,12,57,39,24.45,3.1966302159
1,1,0,16,36,14,11.05,2.402430428
0,0,0,16,34,12,16,2.7725887222
0,1,0,12,47,29,9.75,2.277267285
0,0,0,12,22,4,9,2.1972245773
1,0,0,14,63,43,10,2.302585093
0,0,0,16,56,34,57.7,4.0552571735
0,0,0,12,45,27,41.825,3.7334942469
1,1,0,12,35,17,18,2.8903717579
1,0,0,14,36,16,17.85,2.8820035082
0,0,1,12,62,44,25,3.2188758249
0,1,0,14,64,44,15,2.7080502011
0,0,0,18,50,26,60.1,4.0960098415
0,0,0,16,33,11,34.125,3.5300302535
1,0,0,12,20,2,9.3,2.2300144002
0,0,0,16,30,8,30,3.4011973817
1,0,0,12,52,34,9.5,2.2512917986
0,0,0,12,48,30,13.5,2.6026896854
0,0,0,12,37,19,20,2.9957322736
0,0,0,18,62,38,45.425,3.8160626143
0,0,0,12,53,35,23.288888889,3.1479763751
0,0,1,12,44,26,17.985714286,2.889577792
0,0,0,12,47,29,13.45,2.598979106
1,0,0,12,38,20,12.025,2.486987816
0,0,1,12,44,26,37,3.6109179126
0,0,0,12,24,6,17.5,2.8622008809
1,1,0,12,54,36,9.25,2.2246235515
0,0,0,12,43,25,31,3.4339872045
1,0,0,16,49,27,22,3.0910424534
0,0,0,12,53,35,8.5,2.1400661635
1,0,0,12,46,28,27.4,3.3105430134
1,0,0,16,63,41,25.25,3.2288261557
1,0,0,12,50,32,7.25,1.9810014689
0,0,0,16,44,22,24.025,3.1790949549
1,0,0,18,38,14,24.05,3.1801349966
0,0,0,14,65,45,20,2.9957322736
0,0,0,12,26,8,16,2.7725887222
1,0,0,12,28,10,10,2.302585093
0,0,0,12,40,22,15.15,2.718000532
1,0,0,16,27,5,20.27027027,3.0091552939
0,0,0,12,50,32,11.25,2.4203681287
0,0,1,12,61,43,20,2.9957322736
0,0,0,12,20,2,8,2.0794415417
0,0,0,12,31,13,9.625,2.2643638802
1,0,0,14,41,21,17,2.8332133441
1,0,0,12,50,32,35.6,3.5723456379
0,0,0,16,50,28,53.08,3.9718002095
0,0,0,12,29,11,10.25,2.3272777056
0,0,0,16,55,33,12.8,2.5494451709
0,1,1,12,38,20,11,2.3978952728
0,1,0,12,40,22,9.27,2.2267833796
0,0,0,12,40,22,10,2.302585093
0,0,0,12,38,20,4,1.3862943611
0,0,0,14,41,21,14.88,2.7000180294
1,1,0,12,56,38,21,3.0445224377
1,1,0,12,26,8,20,2.9957322736
1,1,1,18,50,26,59,4.0775374439
0,0,0,16,48,26,51.92,3.9497040724
1,0,0,18,46,22,44.866666667,3.8036951285
1,0,0,12,21,3,8,2.0794415417
1,0,0,12,19,1,10,2.302585093
1,0,0,16,54,32,8.75,2.1690537004
0,0,0,12,46,28,8.5,2.1400661635
1,0,0,12,63,45,7.25,1.9810014689
0,0,0,12,22,4,13,2.5649493575
1,0,0,12,26,8,12,2.4849066498
1,1,0,12,39,21,8.5,2.1400661635
0,0,0,10,19,3,8.35,2.1222615389
0,0,0,18,65,41,38.45,3.649358696
1,0,0,14,39,19,17,2.8332133441
0,1,1,12,39,21,30,3.4011973817
1,0,0,12,42,24,10.69,2.369308725
0,0,0,18,49,25,16.34,2.7936160894
0,0,1,12,57,39,22.1,3.0955776085
0,0,0,12,20,2,13,2.5649493575
0,0,0,16,31,9,23.85,3.1717842173
0,0,0,16,26,4,17,2.8332133441
1,0,1,12,57,39,11.73,2.4621496627
1,1,0,12,35,17,13.5,2.6026896854
1,0,0,12,21,3,8.25,2.1102132003
0,0,0,14,50,30,16,2.7725887222
0,0,0,18,61,37,10,2.302585093
0,0,0,12,28,10,14,2.6390573296
1,0,0,12,51,33,22.575,3.1168430993
1,0,0,14,24,4,9.25,2.2246235515
0,0,1,12,50,32,8,2.0794415417
0,0,1,12,23,5,26.46,3.2756341587
1,0,0,20,34,8,18.872727273,2.9377178785
0,0,0,12,59,41,16.016666667,2.7736298467
0,0,0,16,55,33,38.45,3.649358696
1,0,0,14,51,31,15.38,2.7330679641
0,1,1,16,59,37,25,3.2188758249
0,0,0,12,50,32,12.85,2.5533438113
1,0,0,12,65,47,18.56,2.9210087274
0,0,0,12,43,25,26.46,3.2756341587
1,0,0,12,56,38,21.166666667,3.0524276172
1,0,0,12,56,38,14,2.6390573296
1,0,0,14,21,1,8,2.0794415417
1,0,0,12,51,33,16.35,2.7942278973
1,0,0,12,34,16,15.38,2.7330679641
0,0,0,16,46,24,21.625,3.0738500528
1,0,0,16,30,8,8,2.0794415417
1,0,0,14,40,20,30,3.4011973817
1,1,1,12,29,11,10.25,2.3272777056
0,0,1,10,26,10,10.3,2.3321438952
0,0,0,16,43,21,32.688888889,3.4870352308
0,0,0,16,45,23,36.720930233,3.6033468986
0,0,0,14,34,14,41.444444444,3.7243538423
0,1,0,12,49,31,8,2.0794415417
1,0,0,12,22,4,10,2.302585093
0,0,0,12,51,33,20,2.9957322736
0,1,0,12,48,30,12,2.4849066498
1,1,0,12,44,26,11.3,2.4248027257
1,1,0,12,20,2,12,2.4849066498
0,0,0,12,51,33,10.3,2.3321438952
0,0,0,12,20,2,9.6,2.2617630985
1,0,1,18,51,27,19.22,2.9559514035
1,0,0,14,24,4,8.1,2.0918640617
0,0,0,12,20,2,13,2.5649493575
0,0,0,12,40,22,22,3.0910424534
0,0,0,16,60,38,16.74,2.8178010651
0,0,0,14,59,39,16.81,2.8219739474
1,0,0,14,41,21,24.05,3.1801349966
1,0,0,18,31,7,19,2.9444389792
0,0,1,12,56,38,17.37,2.8547445803
0,0,0,16,57,35,32.044444444,3.4671238281
1,0,1,18,62,38,20.2,3.0056826044
1,0,0,12,43,25,16.825,2.8228658755
0,0,0,20,51,25,43.275,3.7675751011
0,0,0,18,51,27,52.454545455,3.9599469937
1,0,0,14,33,13,24.7,3.2068032436
0,0,0,12,38,20,14.75,2.6912430828
1,0,0,1,47,40,8.25,2.1102132003
1,1,0,12,56,38,9,2.1972245773
1,0,0,12,65,47,38.46,3.6496187402
0,0,1,18,40,16,29.911111111,3.3982300204
0,0,0,14,56,36,28.85,3.362109993
0,0,0,10,45,29,38.45,3.649358696
0,0,0,14,35,15,16,2.7725887222
1,0,0,12,27,9,15,2.7080502011
0,0,0,14,54,34,17,2.8332133441
1,0,0,7,46,33,10.8,2.3795461341
0,0,0,16,32,10,16.825,2.8228658755
0,0,0,14,36,16,11.55,2.446685437
1,0,0,16,34,12,25,3.2188758249
0,0,0,18,60,36,28.236363636,3.3406106379
1,1,0,11,27,10,10.5,2.3513752572
0,0,0,16,35,13,15.38,2.7330679641
1,0,0,18,27,3,16,2.7725887222
1,0,0,12,22,4,7.85,2.0605135318
0,0,0,12,46,28,14.5,2.6741486494
0,0,0,18,49,25,38.466666667,3.6497920654
1,0,0,20,58,32,9,2.1972245773
0,0,1,12,44,26,32.6,3.4843122884
0,0,0,12,23,5,15.5,2.7408400239
1,0,1,16,27,5,17.28,2.8495497634
0,1,0,12,59,41,25,3.2188758249
0,0,0,12,45,27,20.6,3.0252910758
0,0,1,12,33,15,33,3.4965075615
1,0,0,12,32,14,16,2.7725887222
0,0,0,14,34,14,12,2.4849066498
0,0,0,16,39,17,45,3.8066624898
0,0,0,12,18,0,8,2.0794415417
0,0,0,16,42,20,36.425,3.5952553521
1,1,1,14,27,7,32.31,3.4753767798
1,0,0,14,51,31,8.6,2.1517622033
0,0,0,12,23,5,12,2.4849066498
0,0,0,16,29,7,33.65,3.5160130561
0,0,0,16,55,33,36.333333333,3.5927355936
1,0,0,12,51,33,38.45,3.649358696
1,0,0,14,34,14,15,2.7080502011
1,0,0,16,49,27,25,3.2188758249
0,0,0,12,64,46,18,2.8903717579
1,0,0,16,26,4,14.828571429,2.6965558217
0,0,0,12,59,41,17.62,2.8690346205
0,0,0,12,21,3,7.5,2.0149030205
0,0,0,18,56,32,43.84,3.7805466426
1,0,0,12,42,24,9.78,2.280339484
0,0,1,12,52,34,17.47,2.8604851241
1,0,0,12,51,33,18.275,2.9055340056
0,0,0,12,45,27,22.222222222,3.1010927892
1,0,0,12,34,16,14.777777778,2.6931245509
1,0,0,14,56,36,19,2.9444389792
1,0,0,12,51,33,11.12,2.4087452888
1,0,0,12,46,28,12.85,2.5533438113
0,0,0,12,48,30,18.461538462,2.9156895659
0,0,0,12,33,15,11.75,2.4638532406
1,0,0,16,27,5,9,2.1972245773
0,0,0,16,41,19,31.25,3.4420193762
1,0,0,14,58,38,12.23,2.5038919497
1,0,0,12,30,12,7.25,1.9810014689
1,0,0,12,56,38,20,2.9957322736
0,0,0,11,48,31,14,2.6390573296
1,0,0,12,62,44,9.58,2.259677592
1,0,1,18,42,18,24.05,3.1801349966
1,1,0,12,24,6,7.5,2.0149030205
1,0,0,12,33,15,9.5,2.2512917986
0,0,0,14,52,32,16,2.7725887222
1,0,0,12,59,41,17.3,2.8507065015
1,0,0,14,54,34,21.58,3.0717669598
0,0,0,16,25,3,13,2.5649493575
0,1,0,11,18,1,8,2.0794415417
1,0,0,16,24,2,16.35,2.7942278973
1,0,0,16,26,4,15,2.7080502011
0,0,1,16,40,18,67.55,4.2128680644
1,0,1,16,38,16,24.025,3.1790949549
1,1,0,12,37,19,11.63,2.4535879665
1,0,0,12,59,41,13.04,2.5680215565
0,0,0,12,32,14,11.75,2.4638532406
1,0,0,14,60,40,13,2.5649493575
1,0,0,12,42,24,12.8,2.5494451709
0,0,1,12,43,25,25.5,3.2386784522
0,0,0,14,41,21,12,2.4849066498
1,0,0,12,56,38,19.4,2.9652730661
0,0,0,12,57,39,42.3,3.7447870861
0,0,0,18,38,14,21.4,3.063390922
0,0,1,12,42,24,32.5,3.4812400893
0,0,0,10,37,21,32,3.4657359028
1,1,1,14,44,24,12.55,2.5297206656
1,1,0,14,51,31,7,1.9459101491
1,0,0,12,60,42,5,1.6094379124
1,1,0,12,25,7,9,2.1972245773
0,0,0,12,25,7,15.5,2.7408400239
0,0,0,18,32,8,29.8,3.3945083935
1,0,0,12,30,12,31.975,3.4649543475
1,0,0,18,31,7,27.875,3.3277302298
0,1,0,14,26,6,19.95,2.9932291433
1,0,0,12,21,3,7.5,2.0149030205
0,0,1,12,61,43,21.85,3.0842009215
0,1,0,11,34,17,12,2.4849066498
1,0,0,14,25,5,14,2.6390573296
0,0,0,12,30,12,30,3.4011973817
0,0,0,12,49,31,28.8375,3.3616766235
0,0,0,12,18,0,8,2.0794415417
1,0,1,18,37,13,28.672727273,3.3559464017
1,0,0,16,27,5,15.375,2.7327428137
1,0,1,16,56,34,15,2.7080502011
1,0,0,12,19,1,6.9,1.9315214116
1,0,0,12,52,34,14,2.6390573296
0,0,0,12,18,0,0.5,-0.693147181
0,0,0,18,60,36,40.375,3.6982107815
1,0,0,18,31,7,27.4,3.3105430134
0,0,0,18,51,27,57.7,4.0552571735
0,0,0,16,37,15,41.35,3.7220724215
0,0,0,14,42,22,14.47,2.6720775406
1,0,0,14,57,37,17.738461538,2.8757352504
1,0,0,14,26,6,18.75,2.9311937524
1,1,0,12,22,4,8.5,2.1400661635
1,0,0,12,36,18,13,2.5649493575
1,0,0,14,39,19,17.4,2.8564702062
1,0,0,12,44,26,10.8,2.3795461341
0,1,0,12,27,9,10,2.302585093
0,0,0,12,41,23,13.75,2.6210388241
0,0,0,12,53,35,8.5,2.1400661635
0,0,0,12,29,11,14.25,2.6567569067
1,0,1,16,49,27,16,2.7725887222
0,1,0,16,47,25,48.083333333,3.8729356167
0,0,1,18,34,10,34.6,3.5438536821
1,1,0,12,19,1,11.75,2.4638532406
1,0,0,12,53,35,7.5,2.0149030205
1,0,0,16,39,17,14.425,2.6689628124
0,0,0,12,48,30,7.7777777778,2.0512706647
1,0,0,12,53,35,18.28,2.905807566
1,0,0,12,47,29,1.13,0.1222176327
1,1,0,12,21,3,7.75,2.0476928434
0,0,0,14,34,14,15,2.7080502011
0,0,0,12,24,6,7.6888888889,2.0397762853
0,0,0,12,32,14,9.62,2.2638442647
1,0,0,18,38,14,25,3.2188758249
1,0,0,16,30,8,21.15,3.0516399055
0,0,0,12,47,29,15.83,2.7619068739
1,0,1,16,53,31,32.78,3.4898185733
1,0,0,14,57,37,16.5,2.8033603809
1,0,0,12,57,39,13,2.5649493575
1,0,0,12,63,45,15.72,2.754933787
0,0,0,12,65,47,28.85,3.362109993
0,0,0,12,31,13,11,2.3978952728
1,0,0,12,64,46,19.4,2.9652730661
0,0,0,16,30,8,19.222222222,2.9560670172
0,0,0,12,35,17,48.075,3.8727622915
0,0,0,14,22,2,10,2.302585093
1,0,0,12,20,2,20,2.9957322736
0,0,0,16,27,5,19.225,2.9562115154
0,1,0,10,42,26,32.7,3.4873750779
0,1,0,16,43,21,10,2.302585093
0,1,0,12,35,17,9,2.1972245773
1,0,0,12,42,24,14.5,2.6741486494
0,0,0,12,45,27,17,2.8332133441
1,0,0,12,29,11,4.25,1.4469189829
0,0,0,14,57,37,37,3.6109179126
1,1,0,12,30,12,13.85,2.6282852326
0,1,0,16,26,4,20,2.9957322736
1,0,0,12,48,30,18.75,2.9311937524
0,0,0,20,49,23,24.425,3.1956071979
1,0,1,18,27,3,21.15,3.0516399055
1,0,0,12,37,19,10.72,2.3721111556
0,0,0,12,23,5,13.48,2.6012071055
0,0,0,12,30,12,16,2.7725887222
0,0,0,12,24,6,8.5,2.1400661635
0,0,0,12,58,40,35.22,3.5616141031
0,1,0,12,51,33,19,2.9444389792
0,0,0,12,38,20,8,2.0794415417
0,0,0,12,58,40,7.55,2.0215475633
1,0,0,12,40,22,14,2.6390573296
1,0,0,14,36,16,28,3.3322045102
0,0,0,12,34,16,24,3.1780538303
0,0,0,14,54,34,14,2.6390573296
1,0,0,20,54,28,33.755555556,3.5191450128
0,0,0,12,19,1,10.11,2.313525033
0,0,0,14,50,30,10.5,2.3513752572
0,0,0,12,61,43,50,3.9120230054
0,0,0,12,54,36,14.425,2.6689628124
1,0,1,18,59,35,40.875,3.7105186292
1,0,0,12,61,43,7.5,2.0149030205
1,1,1,12,63,45,19,2.9444389792
0,0,1,12,53,35,20.27,3.0091419605
1,0,0,14,61,41,22.95,3.1333179365
0,0,0,14,37,17,21.86,3.0846584827
1,0,0,18,59,35,14,2.6390573296
1,0,0,16,58,36,17.25,2.8478121435
0,0,0,12,23,5,10,2.302585093
0,0,0,12,53,35,31.34,3.4448952369
1,0,0,12,54,36,12,2.4849066498
0,0,0,16,35,13,33.84,3.5216435347
0,1,0,18,32,8,30.75,3.4258899943
0,0,1,14,36,16,36,3.5835189385
1,1,0,16,47,25,39.225,3.6693142986
1,1,0,12,35,17,34.057142857,3.5280397861
1,1,0,16,65,43,29.8,3.3945083935
1,0,0,18,61,37,34.921052632,3.5530898746
1,0,0,12,30,12,50,3.9120230054
1,0,0,12,53,35,29.657142857,3.3897030022
1,0,0,16,44,22,13,2.5649493575
0,0,0,20,43,17,43.275,3.7675751011
0,0,0,12,29,11,16,2.7725887222
0,0,0,12,49,31,30.775,3.4267026721
0,1,0,12,45,27,12,2.4849066498
0,0,1,16,26,4,19.229166667,2.9564282236
1,1,0,14,41,21,22,3.0910424534
0,0,0,16,32,10,28.6,3.3534067178
0,1,0,12,55,37,17.3,2.8507065015
0,0,0,12,30,12,28,3.3322045102
0,0,0,14,48,28,40.875,3.7105186292
0,1,0,14,32,12,12,2.4849066498
1,0,0,20,52,26,72.125,4.2784007248
1,1,0,11,57,40,10,2.302585093
0,1,0,18,49,25,26.425,3.2743105318
0,0,0,12,57,39,7.4,2.0014800002
1,1,0,12,56,38,12,2.4849066498
