FEMALE,NONWHITE,UNION,EDUC,AGE,EXPER,WAGE,LNWAGE
0,0,1,14,43,23,19.49,2.9699015135
1,0,0,18,46,22,15,2.7080502011
0,0,0,14,32,12,32.05,3.4672971834
1,0,0,12,38,20,9.8857142857,2.2910907136
0,0,0,16,38,16,20.977272727,3.0434396006
0,0,0,12,51,33,5.3,1.6677068206
0,0,0,16,31,9,9,2.1972245773
1,0,1,18,41,17,12,2.4849066498
1,0,0,10,35,19,4.25,1.4469189829
1,0,0,12,37,19,9.04,2.2016591744
1,0,0,16,39,17,12.236363636,2.5044121444
0,1,0,16,26,4,10,2.302585093
0,0,0,12,35,17,21.15,3.0516399055
1,0,0,16,31,9,7.05,1.9530276168
1,0,0,14,35,15,13,2.5649493575
1,0,0,12,46,28,16.67,2.8136106968
1,1,0,14,24,4,6.5,1.8718021769
1,0,0,9,39,24,7,1.9459101491
1,0,0,12,52,34,6,1.7917594692
0,0,0,12,27,9,11,2.3978952728
1,1,0,12,23,5,5,1.6094379124
0,0,1,12,30,12,20.3,3.010620886
1,0,0,12,59,41,12,2.4849066498
0,0,0,12,48,30,12.4,2.5176964726
0,0,0,14,23,3,20,2.9957322736
1,0,0,12,21,3,5,1.6094379124
0,0,0,12,26,8,6.25,1.8325814637
1,0,0,10,25,9,6,1.7917594692
1,0,0,16,25,3,5,1.6094379124
0,0,0,12,20,2,7.5,2.0149030205
0,0,0,9,30,15,4.25,1.4469189829
0,0,0,9,30,15,3.75,1.32175584
0,0,0,5,23,12,5,1.6094379124
0,0,0,5,20,9,4.25,1.4469189829
1,0,0,14,50,30,25,3.2188758249
0,0,1,14,46,26,10.285714286,2.33075597
0,1,0,14,20,0,10.5,2.3513752572
0,1,0,14,25,5,10,2.302585093
0,0,1,12,32,14,8.125,2.0949457282
1,0,0,1,30,23,4.25,1.4469189829
1,0,1,14,23,3,7.56,2.0228711902
0,0,0,12,25,7,11,2.3978952728
1,1,0,12,45,27,9.1764705882,2.2166426632
1,0,0,12,45,27,9.6,2.2617630985
1,0,0,16,39,17,22.825,3.1278564265
0,0,1,12,36,18,24.05,3.1801349966
1,0,1,16,28,6,12,2.4849066498
0,0,1,12,34,16,29.15,3.3724549128
1,0,0,12,44,26,8.75,2.1690537004
1,0,0,11,18,1,4.25,1.4469189829
1,1,0,12,19,1,6,1.7917594692
1,0,0,12,41,23,14.545454545,2.6772785424
1,0,0,12,41,23,17.45,2.8593396486
1,1,0,12,43,25,11.55,2.446685437
0,0,0,12,26,8,5,1.6094379124
0,1,0,16,36,14,23.08,3.1389664416
0,0,1,12,44,26,22,3.0910424534
1,0,1,12,24,6,8.45,2.1341664414
0,0,0,12,63,45,26.708333333,3.2849756266
1,0,0,12,62,44,17.3,2.8507065015
1,1,0,12,22,4,15.5,2.7408400239
0,0,0,12,45,27,17.6,2.867898902
1,1,0,12,29,11,2.5,0.9162907319
1,0,0,12,34,16,7.27,1.9837562915
0,0,0,12,25,7,17.22,2.846071499
1,0,0,12,34,16,17,2.8332133441
1,1,0,12,38,20,13.69,2.6166656393
1,1,0,12,25,7,13.5,2.6026896854
0,0,1,14,37,17,15.33,2.7298116929
1,1,1,16,37,15,16.15,2.7819200497
0,1,0,12,20,2,6,1.7917594692
1,0,0,12,19,1,6.5,1.8718021769
0,0,0,12,44,26,19.9,2.9907197317
1,0,1,16,56,34,17.7,2.8735646396
0,1,0,14,65,45,4.25,1.4469189829
0,1,0,12,38,20,10,2.302585093
1,1,0,12,34,16,8.15,2.0980179273
0,1,1,12,49,31,10.82,2.3813962734
0,0,0,16,46,24,32.7,3.4873750779
0,0,0,12,48,30,5.05,1.6193882433
1,1,0,12,40,22,12.054545455,2.489441805
0,1,0,18,60,36,28.85,3.362109993
0,0,0,10,51,35,12,2.4849066498
1,1,0,16,25,3,5.6,1.7227665977
1,0,0,12,48,30,8.5,2.1400661635
0,1,0,12,40,22,11.55,2.446685437
1,1,1,11,54,37,10.25,2.3272777056
0,1,0,12,25,7,11.05,2.402430428
0,1,1,12,50,32,15.8,2.76000994
1,1,1,14,47,27,19.375,2.9639835752
1,1,1,12,33,15,15,2.7080502011
0,1,0,12,33,15,20,2.9957322736
0,1,1,12,27,9,9.5,2.2512917986
0,1,0,5,35,24,9.75,2.277267285
0,1,0,16,41,19,17,2.8332133441
